#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	MID102.A0101.metaphlan3	MID101.A0101.metaphlan3	MID097.A0101.metaphlan3	MID094.A0101.metaphlan3	MID093.A0101.metaphlan3	MID092.A0101.metaphlan3	MID091.A0101.metaphlan3	MID090.A0101.metaphlan3	MID089.A0101.metaphlan3	MID088.A0101.metaphlan3	MID087.A0101.metaphlan3	MID086.A0101.metaphlan3	MID085.A0101.metaphlan3	MID084.A0101.metaphlan3	MID083.A0101.metaphlan3	MID082.A0101.metaphlan3	MID081.A0101.metaphlan3	MID080.A0101.metaphlan3	MID079.A0101.metaphlan3	MID078.A0101.metaphlan3	MID077.A0101.metaphlan3	MID076.A0101.metaphlan3	MID075.A0101.metaphlan3	MID074.A0101.metaphlan3	MID073.A0101.metaphlan3	MID072.A0101.metaphlan3	MID071.A0101.metaphlan3	MID070.A0101.metaphlan3	MID068.B0101.metaphlan3	MID068.A0101.metaphlan3	MID067.A0101.metaphlan3	MID066.A0101.metaphlan3	MID065.A0101.metaphlan3	MID064.A0101.metaphlan3	MID063.A0101.metaphlan3	MID062.A0101.metaphlan3	MID061.A0101.metaphlan3	MID060.A0101.metaphlan3	MID059.A0101.metaphlan3	MID058.A0101.metaphlan3	MID057.A0101.metaphlan3	MID056.A0101.metaphlan3	MID055.A0101.metaphlan3	MID054.A0101.metaphlan3	MID053.A0101.metaphlan3	MID052.A0101.metaphlan3	MID051.A0101.metaphlan3	MID050.A0101.metaphlan3	MID049.A0101.metaphlan3	MID048.A0101.metaphlan3	MID047.A0101.metaphlan3	MID046.A0101.metaphlan3	MID045.A0101.metaphlan3	MID044.A0101.metaphlan3	MID043.A0101.metaphlan3	MID042.A0101.metaphlan3	MID041.A0101.metaphlan3	MID040.A0101.metaphlan3	MID039.A0101.metaphlan3	MID038.A0101.metaphlan3	MID037.A0101.metaphlan3	MID036.A0101.metaphlan3	MID035.A0101.metaphlan3	MID034.A0101.metaphlan3	MID033.A0101.metaphlan3	MID032.A0101.metaphlan3	MID031.A0101.metaphlan3	MID030.A0101.metaphlan3	MID029.A0101.metaphlan3	MID028.A0101.metaphlan3	MID027.A0101.metaphlan3	MID026.A0101.metaphlan3	MID025.A0101.metaphlan3	MID024.A0101.metaphlan3	MID023.A0101.metaphlan3	MID022.A0101.metaphlan3	LIB058.A0107.metaphlan3	LIB058.A0106.metaphlan3	LIB058.A0105.metaphlan3	LIB058.A0104.metaphlan3	LIB058.A0103.metaphlan3	LIB058.A0102.metaphlan3	LIB025.A0501.metaphlan3	LIB025.A0401.metaphlan3	LIB025.A0301.metaphlan3	LIB007.A0131.metaphlan3	LIB007.A0130.metaphlan3	LIB007.A0127.metaphlan3	LIB007.A0126.metaphlan3	LIB007.A0125.metaphlan3	LIB007.A0124.metaphlan3	LIB007.A0122.metaphlan3	LIB007.A0121.metaphlan3	LIB007.A0119.metaphlan3	LIB007.A0118.metaphlan3	LIB007.A0116.metaphlan3	LIB007.A0115.metaphlan3	KT36calc.metaphlan3	KT35calc.metaphlan3	KT34calc.metaphlan3	KT33calc.metaphlan3	KT32calc.metaphlan3	KT31calc.metaphlan3	KT30calc.metaphlan3	KT29calc.metaphlan3	KT28calc.metaphlan3	KT27calc.metaphlan3	KT26calc.metaphlan3	KT25calc.metaphlan3	KT24calc.metaphlan3	KT23calc.metaphlan3	KT22calc.metaphlan3	KT21calc.metaphlan3	KT20calc.metaphlan3	KT19calc.metaphlan3	KT18calc.metaphlan3	KT17calc.metaphlan3	KT16calc.metaphlan3	KT15calc.metaphlan3	KT14calc.metaphlan3	KT13calc.metaphlan3	KT12calc.metaphlan3	KT11calc.metaphlan3	KT10calc.metaphlan3	KT09calc.metaphlan3	KT08calc.metaphlan3	KT07calc.metaphlan3	KT06calc.metaphlan3	KT05calc.metaphlan3	KT04calc.metaphlan3	KT03calc.metaphlan3	KT02calc.metaphlan3	KT01calc.metaphlan3	IVE007.B0101.metaphlan3	IVE005.B0101.metaphlan3	IVE005.A0101.metaphlan3	IVE003.A0101.metaphlan3	IVE002.B0101.metaphlan3	EXB059.A2501.metaphlan3	EXB059.A2401.metaphlan3	EXB059.A2301.metaphlan3	EXB059.A2201.metaphlan3	EXB059.A2101.metaphlan3	EXB034.A2701.metaphlan3	EXB033.A0601.metaphlan3	EXB033.A0501.metaphlan3	EXB033.A0401.metaphlan3	EXB015.A3401.metaphlan3	EXB015.A3301.metaphlan3	EXB015.A3201.metaphlan3	EXB015.A3101.metaphlan3	EXB015.A3001.metaphlan3	EXB015.A2901.metaphlan3	EXB015.A2701.metaphlan3	EXB015.A2601.metaphlan3	EXB015.A2501.metaphlan3	EXB015.A2301.metaphlan3	EXB015.A2201.metaphlan3	EXB015.A1901.metaphlan3	EXB015.A1801.metaphlan3	EXB015.A1701.metaphlan3	ELR010.A0101.metaphlan3	ELR008.A0101.metaphlan3	ELR006.A0101.metaphlan3	ELR004.A0101.metaphlan3	ELR003.A0101.metaphlan3	CSS.metaphlan3	CSN.metaphlan3	CSL.metaphlan3	CSD.metaphlan3	CS48.metaphlan3	CS47.metaphlan3	CS46.metaphlan3	CS45.metaphlan3	CS44.metaphlan3	CS43.metaphlan3	CS42.metaphlan3	CS40.metaphlan3	CS39.metaphlan3	CS38.metaphlan3	CS37.metaphlan3	CS36.metaphlan3	CS35.metaphlan3	CS34.metaphlan3	CS33.metaphlan3	CS32.metaphlan3	CS31.metaphlan3	CS30.metaphlan3	CS29.metaphlan3	CS28.metaphlan3	CS27.metaphlan3	CS26.metaphlan3	CS24.metaphlan3	CS23.metaphlan3	CS22.metaphlan3	CS21.metaphlan3	CS20.metaphlan3	CS19.metaphlan3	CS18.metaphlan3	CS17.metaphlan3	CS16.metaphlan3	CS15.metaphlan3	CS14.metaphlan3	CS13.metaphlan3	CS12.metaphlan3	CS11.metaphlan3	CS10.metaphlan3	CS09.metaphlan3	CS08.metaphlan3	CS07.metaphlan3	CS04.metaphlan3	CS03.metaphlan3	CS02.metaphlan3	CS01.metaphlan3	CMB008.A0101.metaphlan3	CMB007.A0101.metaphlan3	CMB006.A0101.metaphlan3	CMB005.A0101.metaphlan3	CMB004.A0101.metaphlan3	CMB003.A0101.metaphlan3	CMB002.A0101.metaphlan3	CMB001.A0101.metaphlan3	ARS017.A0101.metaphlan3	ARS015.A0101.metaphlan3	ARS013.A0101.metaphlan3	ARS012.A0101.metaphlan3	ARS011.A0101.metaphlan3	ARS010.A0101.metaphlan3	ARS006.A0101.metaphlan3	ARS005.A0101.metaphlan3	ARS004.A0101.metaphlan3	ARS001.A0101.metaphlan3
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified	2157|651137|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.9442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Thaumarchaeota_unclassified	2157|651137||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.9442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Thaumarchaeota_unclassified|f__Thaumarchaeota_unclassified	2157|651137|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.9442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Thaumarchaeota_unclassified|f__Thaumarchaeota_unclassified|g__Thaumarchaeota_unclassified	2157|651137||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.9442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Thaumarchaeota_unclassified|f__Thaumarchaeota_unclassified|g__Thaumarchaeota_unclassified|s__Thaumarchaeota_archaeon_CSP1_1	2157|651137|||||1640512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.9442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	2	68.88118	96.08274	80.89949	94.82994	83.40769	89.95371	45.49576	100.0	70.94514	59.25293	96.21494	91.75261	94.70813	86.69738	97.414	86.90885	81.99191	97.24418	99.86207	87.88079	95.56492	72.7127	77.07115	84.94431	86.41991	86.39184	97.46033	91.64276	98.68383	91.23517	92.67068	88.24304	92.85008	54.73516	75.06544	82.6902	100.0	73.85041	92.80137	67.65996	86.11691	97.80258	77.21972	99.61408	61.75433	73.6532	100.0	67.57209	90.98788	85.46339	99.17714	32.31274	62.39176	98.46965	90.28619	99.70967	81.91059	81.54254	99.99469	99.8527	84.13986	99.67301	100.0	21.28767	58.59472	56.52864	74.93027	74.93688	77.07872	91.01689	96.6718	99.98429	74.90425	97.82762	99.73143	92.61349	0	29.01335	0	66.90386	95.84635	0	0	100.0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	95.62424	99.97775	99.63097	100.0	96.98269	100.0	99.63729	84.7689	99.8682	98.10625	96.31165	96.79247	98.87237	100.0	99.64516	99.95114	100.0	99.03783	100.0	99.91134	98.76832	99.51033	98.57064	99.32967	99.39249	96.69293	93.93367	100.0	99.79438	92.65604	100.0	99.90995	100.0	100.0	98.97604	100.0	100.0	100.0	100.0	100.0	97.92919	97.72336	94.98539	90.52682	96.17038	100.0	100.0	100.0	100.0	0	100.0	0	100.0	100.0	100.0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	100.0	100.0	100.0	24.0558	0	0	94.66061	91.67766	99.35878	97.53611	99.36511	29.40902	52.6791	99.38121	32.53119	93.66974	36.66107	90.73643	83.45279	98.33453	95.97265	86.89956	45.64578	98.10788	99.34186	49.29861	77.41152	99.70301	99.75439	98.60449	80.1114	98.00553	32.56351	99.08305	99.88885	74.6629	98.94498	99.99638	81.80534	96.62721	53.63115	84.78767	98.78494	69.46318	99.99132	100.0	96.48839	20.68128	38.71484	100.0	92.9751	100.0	98.46841	98.23732	85.69975	95.22953	84.3815	95.74817	100.0	100.0	100.0	100.0	100.0	0	100.0	100.0	100.0	100.0
k__Bacteria|p__Actinobacteria	2|201174	13.64947	6.61481	7.19058	13.7297	10.41541	2.37648	13.20849	23.52507	11.82682	5.19009	22.42611	13.19419	22.00047	7.89701	13.34806	18.06528	18.25878	12.93661	15.03881	20.26903	23.23167	5.03305	0.67285	15.08698	9.81654	2.94678	14.19667	5.78469	2.75289	18.67801	8.51416	27.50432	3.60766	3.73604	3.43809	15.3395	10.14135	5.34209	10.49521	3.23103	10.27385	52.44555	18.28374	8.82044	1.26295	3.80604	4.14294	6.33466	6.56684	9.21264	14.85359	1.75938	5.16852	13.32334	21.69608	11.20226	7.14655	6.94285	9.64682	16.80062	19.4049	8.49265	13.70415	0.52701	7.13961	5.79466	3.32873	7.48054	7.59688	17.98043	11.88412	30.51111	2.94917	3.07891	10.61854	7.61655	0	9.30389	0	5.81013	12.83258	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63416	13.72601	14.80636	25.60113	19.30456	13.34572	13.07505	30.86154	12.35384	19.06404	12.34186	23.0365	11.94673	26.0418	26.42819	14.24592	13.97756	22.36661	12.22487	20.37875	18.62792	8.24699	55.70101	22.91259	27.36671	30.8388	11.08368	17.33016	23.49526	16.35377	5.27978	35.0512	9.23643	29.86261	24.76025	11.24753	27.90262	6.14779	11.36213	25.67042	6.34105	11.05832	6.78982	16.14135	21.91442	43.49821	3.01066	0	0	8.35189	0	0	0	49.53688	6.70577	0	0	0	0	0	0	0	0	0	13.59366	19.66235	18.00484	21.40725	21.30314	0	10.36532	0	0	2.44622	6.61545	8.028	30.63346	34.48754	0.61998	3.83071	2.34499	1.43164	2.15136	0.82434	2.0741	3.87337	10.84458	8.98009	2.3122	1.55041	23.69594	1.19905	2.17208	2.58663	5.60504	4.67727	6.84261	2.32274	6.60318	1.80138	5.70602	0.34473	6.72744	6.19984	11.20429	12.59528	11.21581	3.59491	8.30284	9.17041	9.24133	17.42415	18.06661	10.05834	2.33802	1.34246	6.35957	25.1991	4.59145	6.51458	13.52045	3.28497	5.46301	9.2118	5.47416	100.0	100.0	100.0	100.0	100.0	0	100.0	100.0	100.0	100.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	13.58452	6.39558	7.09588	12.72502	8.74051	1.7125	11.16715	23.48347	11.68222	3.05703	21.59154	9.48266	21.99751	6.36393	13.23577	16.97204	18.12534	12.63662	14.98874	20.10445	22.99741	4.75927	0.52223	14.40817	9.2845	2.64057	14.07333	4.76259	2.74446	18.67801	8.50745	27.41792	3.49452	3.4532	2.61057	14.96734	10.14135	3.68686	9.41873	2.5596	9.74654	52.2693	17.91103	8.54724	0.17734	3.23951	3.63402	5.98493	6.47786	7.77989	13.26794	1.44073	4.15791	13.03924	21.65945	11.20226	6.74014	5.4677	8.86314	16.80062	19.13586	8.49265	13.32504	0.41607	6.85258	5.54447	2.84765	7.05911	7.23631	17.77428	11.72643	30.5002	1.89852	2.93991	10.61682	7.4133	0	7.69412	0	5.81013	12.83258	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.93984	13.60645	14.0194	25.53674	18.97268	13.26325	12.98905	30.52811	11.96861	19.02061	12.26509	22.80896	11.59511	25.94941	26.32516	13.19839	13.82742	21.51796	11.87016	20.33935	18.62792	8.09545	52.31937	22.58683	27.34444	30.73568	11.05125	16.29642	23.48841	16.35015	5.27978	35.0512	9.22161	29.80439	24.74084	11.16992	27.84775	6.14779	11.36213	25.65321	6.3152	10.80571	6.78982	16.14135	21.91442	42.09153	3.01066	0	0	8.35189	0	0	0	49.53688	6.70577	0	0	0	0	0	0	0	0	0	7.17724	19.36342	17.24917	21.25027	15.92313	0	7.34634	0	0	2.44622	5.71069	7.69609	30.63346	31.34459	0.61998	3.83071	1.55804	1.39109	1.74578	0.52191	2.0741	3.7872	10.74021	7.28778	1.89726	1.43065	23.60729	1.19905	1.69823	2.58663	5.52497	4.67727	6.83345	2.12971	5.87876	1.70013	5.66252	0.34473	5.86511	6.1491	10.76287	12.59528	11.0929	3.23864	7.38179	9.07476	8.91984	17.234	17.94354	9.20287	1.91529	0.58455	6.26229	24.68426	3.54834	6.02325	13.28946	3.16598	5.34693	8.80846	3.3749	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	7.74877	4.02059	6.0787	7.90714	8.34617	1.64988	7.2717	12.00137	6.36927	2.52854	9.24299	5.09741	7.26648	5.78947	3.1058	12.10302	7.96129	3.50283	11.89551	8.52292	7.61993	4.73608	0.48392	8.88768	6.50376	2.53562	7.39403	3.85432	1.93087	7.09395	5.00549	10.10204	2.91577	2.47262	2.51011	7.38036	2.15272	2.61087	6.75793	2.37463	7.92451	45.46232	8.72134	6.59098	0.17734	2.73913	2.48071	2.87054	1.68579	4.35852	10.27811	1.19806	2.7488	8.30605	9.67254	4.02756	5.01739	4.86002	5.46774	5.38542	8.72163	2.75583	6.93986	0.3544	4.93199	3.267	1.14212	6.53643	2.83732	3.52051	2.7271	11.47984	1.36125	2.2607	3.31552	3.13813	0	4.91003	0	5.81013	10.28732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55009	10.18944	7.1031	16.44497	13.37557	6.00353	9.72035	22.65186	11.80648	14.35141	9.57857	19.51776	9.01795	20.21623	14.43718	7.02699	10.14875	11.35265	8.70098	18.13932	9.06562	4.50814	41.588	14.7285	17.26588	22.58302	8.64471	16.29642	6.72632	11.52922	4.14272	23.241	7.10933	12.87874	13.0793	6.85942	12.64424	2.99342	9.45337	10.46913	2.80552	5.71318	2.85607	11.62159	8.60817	0	3.01066	0	0	8.35189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17724	12.39435	12.18643	7.13015	13.82751	0	0	0	0	1.79469	3.4814	5.46278	4.01025	23.7219	0.61184	0.54038	1.40405	0.80276	1.58544	0.50528	1.49152	3.69932	2.06211	3.76112	1.46971	1.06986	8.45702	0.17781	1.69823	2.26945	3.64505	1.51832	2.16683	1.63982	2.57597	1.45184	1.69467	0.0253	5.61073	1.38462	6.84409	6.00628	3.75174	2.66882	7.0836	2.13088	7.26034	5.35574	5.963	5.3742	1.71378	0.58455	3.48333	24.62493	3.21534	4.19143	6.77144	3.10015	5.12809	6.26328	3.27253	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	2|201174|1760|2037|2049	7.74877	4.02059	6.0787	7.90714	8.34617	1.64988	7.2717	12.00137	6.36927	2.52854	9.24299	5.09741	7.26648	5.78947	3.1058	12.10302	7.96129	3.50283	11.89551	8.52292	7.61993	4.73608	0.48392	8.88768	6.50376	2.53562	7.39403	3.85432	1.93087	7.09395	5.00549	10.10204	2.91577	2.47262	2.51011	7.38036	2.15272	2.61087	6.75793	2.37463	7.92451	45.46232	8.72134	6.59098	0.17734	2.73913	2.48071	2.87054	1.68579	4.35852	10.27811	1.19806	2.7488	8.30605	9.67254	4.02756	5.01739	4.86002	5.46774	5.38542	8.72163	2.75583	6.93986	0.3544	4.93199	3.267	1.14212	6.53643	2.83732	3.52051	2.7271	11.47984	1.36125	2.2607	3.31552	3.13813	0	4.91003	0	5.81013	10.28732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55009	10.18944	7.1031	16.44497	13.37557	6.00353	9.72035	22.65186	11.80648	14.35141	9.57857	19.51776	9.01795	20.21623	14.43718	7.02699	10.14875	11.35265	8.70098	18.13932	9.06562	4.50814	41.588	14.7285	17.26588	22.58302	8.64471	16.29642	6.72632	11.52922	4.14272	23.241	7.10933	12.87874	13.0793	6.85942	12.64424	2.99342	9.45337	10.46913	2.80552	5.71318	2.85607	11.62159	8.60817	0	3.01066	0	0	8.35189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17724	12.39435	12.18643	7.13015	13.82751	0	0	0	0	1.79469	3.4814	5.46278	4.01025	23.7219	0.61184	0.54038	1.40405	0.80276	1.58544	0.50528	1.49152	3.69932	2.06211	3.76112	1.46971	1.06986	8.45702	0.17781	1.69823	2.26945	3.64505	1.51832	2.16683	1.63982	2.57597	1.45184	1.69467	0.0253	5.61073	1.38462	6.84409	6.00628	3.75174	2.66882	7.0836	2.13088	7.26034	5.35574	5.963	5.3742	1.71378	0.58455	3.48333	24.62493	3.21534	4.19143	6.77144	3.10015	5.12809	6.26328	3.27253	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	2|201174|1760|2037|2049|76833	0.02187	0	0	0	0.14062	0	0.01122	0	0.11999	0	0	0	0	0	0	0	0	0.07035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01487	0	0	0	0.05555	0	0	0.08204	0	0	0	0	0	0.00362	0	0	0	0	0	0	0	0.00424	0.13565	0	0	0	0	0	0	0	0	0	0	0	0	0.02118	0	0.03009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11809	0.76656	0	2.02874	0.00272	0	0.03969	0	0	0.9341	0.98722	0.53291	0.10419	2.78395	1.15908	0	0	0.27086	0.49927	0.40982	0.06613	0.01057	0.47934	0.93528	0.0734	0	0	0	0.02473	0	0	0	0.00771	3.30577	0	0	0	0	0.33519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03025	0	0	4.33897	0	0	0	0	0	0	0	0	0	0	0.00747	0	0	0	0	0	0	0	0	0	0.67044	0	0	0	0.08229	0	0.0348	0	0	0	0	0	0	0.15565	0	0.02497	0	0	0	0	0	0	0.13105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183	2|201174|1760|2037|2049|76833|712888	0.02187	0	0	0	0.14062	0	0.01122	0	0.11999	0	0	0	0	0	0	0	0	0.07035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01487	0	0	0	0.05555	0	0	0.08204	0	0	0	0	0	0.00362	0	0	0	0	0	0	0	0.00424	0.13565	0	0	0	0	0	0	0	0	0	0	0	0	0.02118	0	0.03009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11809	0.76656	0	2.02874	0.00272	0	0.03969	0	0	0.9341	0.98722	0.53291	0.10419	2.78395	1.15908	0	0	0.27086	0.49927	0.40982	0.06613	0.01057	0.47934	0.93528	0.0734	0	0	0	0.02473	0	0	0	0.00771	3.30577	0	0	0	0	0.33519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03025	0	0	4.33897	0	0	0	0	0	0	0	0	0	0	0.00747	0	0	0	0	0	0	0	0	0	0.67044	0	0	0	0.08229	0	0.0348	0	0	0	0	0	0	0.15565	0	0.02497	0	0	0	0	0	0	0.13105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	2|201174|1760|2037|2049|1654	7.7269	4.02059	6.0787	7.90714	8.20556	1.64988	7.26048	12.00137	6.24929	2.52854	9.24299	5.09741	7.26648	5.78947	3.1058	12.10302	7.96129	3.43248	11.89551	8.52292	7.61993	4.73608	0.48392	8.88768	6.50376	2.53562	7.39403	3.85432	1.93087	7.09395	5.00549	10.10204	2.91577	2.47262	2.51011	7.38036	2.15272	2.61087	6.74306	2.37463	7.92451	45.46232	8.66579	6.59098	0.17734	2.65709	2.48071	2.87054	1.68579	4.35852	10.27811	1.19443	2.7488	8.30605	9.67254	4.02756	5.01739	4.86002	5.46774	5.38118	8.58598	2.75583	6.93986	0.3544	4.93199	3.267	1.14212	6.53643	2.83732	3.52051	2.7271	11.47984	1.36125	2.23952	3.31552	3.10804	0	4.91003	0	5.81013	10.28732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55009	9.07135	6.33653	16.44497	11.34683	6.00081	9.72035	22.61216	11.80648	14.35141	8.64447	18.53054	8.48504	20.11203	11.65323	5.86791	10.14875	11.35265	8.43012	17.64005	8.65579	4.44202	41.57743	14.24917	16.33061	22.50962	8.64471	16.29642	6.72632	11.50449	4.14272	23.241	7.10933	12.87103	9.77353	6.85942	12.64424	2.99342	9.45337	10.13394	2.80552	5.71318	2.85607	11.62159	8.60817	0	3.01066	0	0	8.35189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17724	12.39435	12.18643	7.13015	13.82751	0	0	0	0	1.79469	3.45115	5.46278	4.01025	19.38294	0.61184	0.54038	1.40405	0.80276	1.58544	0.50528	1.49152	3.69932	2.06211	3.76112	1.46225	1.06986	8.45702	0.17781	1.69823	2.26945	3.64505	1.51832	2.16683	1.63982	1.90554	1.45184	1.69467	0.0253	5.52844	1.38462	6.8093	6.00628	3.75174	2.66882	7.0836	2.13088	7.26034	5.20009	5.963	5.34923	1.71378	0.58455	3.48333	24.62493	3.21534	4.19143	6.6404	3.10015	5.12809	6.26328	3.27253	0	0	0	0	0	0	0	0	0	0
